record_number,date,time,location,sample_duration_s,flow_CFM,laser_ok,flow_ok,temp_ok,rh_ok,timestamp_valid,temp_C,RH_pct,ch1_size_um,ch1_diff_counts,ch1_diff_ft3,ch1_diff_m3,ch1_diff_mass_ugm3,ch1_sum_m3,ch1_pm_ugm3,ch2_size_um,ch2_diff_counts,ch2_diff_ft3,ch2_diff_m3,ch2_diff_mass_ugm3,ch2_sum_m3,ch2_pm_ugm3,ch3_size_um,ch3_diff_counts,ch3_diff_ft3,ch3_diff_m3,ch3_diff_mass_ugm3,ch3_sum_m3,ch3_pm_ugm3,ch4_size_um,ch4_diff_counts,ch4_diff_ft3,ch4_diff_m3,ch4_diff_mass_ugm3,ch4_sum_m3,ch4_pm_ugm3,ch5_size_um,ch5_diff_counts,ch5_diff_ft3,ch5_diff_m3,ch5_diff_mass_ugm3,ch5_sum_m3,ch5_pm_ugm3,ch6_size_um,ch6_diff_counts,ch6_diff_ft3,ch6_diff_m3,ch6_diff_mass_ugm3,ch6_sum_m3,ch6_pm_ugm3,sync_time
28986,2026-08-02,20:03:03,Location 1,60.0,0.1,True,True,True,True,False,21.5,62,0.3,1292.0,12920.0,456296.0,0.04,480311.0,0.0,0.5,65.0,650.0,22956.0,0.01,24015.0,0.04,1.0,3.0,30.0,1059.0,0.01,1059.0,0.05,2.5,0.0,0.0,0.0,0.0,0.0,0.06,5.0,0.0,0.0,0.0,0.0,0.0,0.06,10.0,0.0,0.0,0.0,0.0,0.0,0.06,2026-08-02T20:03:05.171600
28987,2026-08-02,20:05:04,Location 1,60.0,0.1,True,True,True,True,False,21.3,62,0.3,1466.0,14658.0,517662.0,0.04,537789.0,0.0,0.5,54.0,539.0,19068.0,0.01,20127.0,0.04,1.0,3.0,29.0,1059.0,0.01,1059.0,0.05,2.5,0.0,0.0,0.0,0.0,0.0,0.06,5.0,0.0,0.0,0.0,0.0,0.0,0.06,10.0,0.0,0.0,0.0,0.0,0.0,0.06,2026-08-02T20:05:06.273704
28988,2026-08-02,20:07:04,Location 1,60.0,0.1,True,True,True,True,False,21.3,63,0.3,1230.0,12300.0,434382.0,0.04,452745.0,0.0,0.5,45.0,450.0,15892.0,0.01,18363.0,0.04,1.0,6.0,60.0,2118.0,0.01,2471.0,0.05,2.5,1.0,10.0,353.0,0.02,353.0,0.06,5.0,0.0,0.0,0.0,0.0,0.0,0.08,10.0,0.0,0.0,0.0,0.0,0.0,0.08,2026-08-02T20:07:07.687502
28989,2026-08-02,20:09:03,Location 1,60.0,0.1,True,True,True,True,False,21.3,62,0.3,1153.0,11528.0,407137.0,0.03,426204.0,0.0,0.5,48.0,479.0,16949.0,0.01,19067.0,0.03,1.0,6.0,59.0,2118.0,0.01,2118.0,0.04,2.5,0.0,0.0,0.0,0.0,0.0,0.05,5.0,0.0,0.0,0.0,0.0,0.0,0.05,10.0,0.0,0.0,0.0,0.0,0.0,0.05,2026-08-02T20:09:08.783528
28990,2026-08-02,20:11:03,Location 1,60.0,0.1,True,True,True,True,False,21.4,62,0.3,1042.0,10421.0,368043.0,0.03,383230.0,0.0,0.5,41.0,410.0,14481.0,0.01,15187.0,0.03,1.0,2.0,20.0,706.0,0.0,706.0,0.04,2.5,0.0,0.0,0.0,0.0,0.0,0.04,5.0,0.0,0.0,0.0,0.0,0.0,0.04,10.0,0.0,0.0,0.0,0.0,0.0,0.04,2026-08-02T20:11:09.879082
28991,2026-08-02,20:13:03,Location 1,60.0,0.1,True,True,True,True,False,21.5,62,0.3,1607.0,16071.0,567553.0,0.05,596865.0,0.0,0.5,78.0,780.0,27547.0,0.02,29312.0,0.05,1.0,5.0,50.0,1765.0,0.01,1765.0,0.07,2.5,0.0,0.0,0.0,0.0,0.0,0.08,5.0,0.0,0.0,0.0,0.0,0.0,0.08,10.0,0.0,0.0,0.0,0.0,0.0,0.08,2026-08-02T20:13:05.976226
28992,2026-08-02,20:15:03,Location 1,60.0,0.1,True,True,True,True,False,21.5,62,0.3,1436.0,14361.0,507183.0,0.04,522016.0,0.0,0.5,38.0,380.0,13421.0,0.01,14833.0,0.04,1.0,2.0,20.0,706.0,0.0,1412.0,0.05,2.5,2.0,20.0,706.0,0.05,706.0,0.05,5.0,0.0,0.0,0.0,0.0,0.0,0.1,10.0,0.0,0.0,0.0,0.0,0.0,0.1,2026-08-02T20:15:07.079082
28993,2026-08-02,20:17:04,Location 1,60.0,0.1,True,True,True,True,False,21.3,62,0.3,1041.0,10410.0,367652.0,0.03,383897.0,0.0,0.5,44.0,440.0,15539.0,0.01,16245.0,0.03,1.0,2.0,20.0,706.0,0.0,706.0,0.04,2.5,0.0,0.0,0.0,0.0,0.0,0.04,5.0,0.0,0.0,0.0,0.0,0.0,0.04,10.0,0.0,0.0,0.0,0.0,0.0,0.04,2026-08-02T20:17:08.791916
28994,2026-08-02,20:19:03,Location 1,60.0,0.1,True,True,True,True,False,21.3,62,0.3,735.0,7350.0,259582.0,0.02,269823.0,0.0,0.5,28.0,280.0,9888.0,0.01,10241.0,0.02,1.0,1.0,10.0,353.0,0.0,353.0,0.03,2.5,0.0,0.0,0.0,0.0,0.0,0.03,5.0,0.0,0.0,0.0,0.0,0.0,0.03,10.0,0.0,0.0,0.0,0.0,0.0,0.03,2026-08-02T20:19:09.891131
28995,2026-08-02,20:21:03,Location 1,60.0,0.1,True,True,True,True,False,21.4,62,0.3,594.0,5941.0,209805.0,0.02,218281.0,0.0,0.5,22.0,220.0,7770.0,0.0,8476.0,0.02,1.0,2.0,20.0,706.0,0.0,706.0,0.02,2.5,0.0,0.0,0.0,0.0,0.0,0.02,5.0,0.0,0.0,0.0,0.0,0.0,0.02,10.0,0.0,0.0,0.0,0.0,0.0,0.02,2026-08-02T20:21:06.561841
28996,2026-08-02,20:23:03,Location 1,60.0,0.1,True,True,True,True,False,21.2,63,0.3,834.0,8340.0,294537.0,0.02,309369.0,0.0,0.5,40.0,400.0,14126.0,0.01,14832.0,0.02,1.0,2.0,20.0,706.0,0.0,706.0,0.03,2.5,0.0,0.0,0.0,0.0,0.0,0.03,5.0,0.0,0.0,0.0,0.0,0.0,0.03,10.0,0.0,0.0,0.0,0.0,0.0,0.03,2026-08-02T20:23:08.247342
28997,2026-08-02,20:25:04,Location 1,60.0,0.1,True,True,True,True,False,21.4,62,0.3,834.0,8340.0,294524.0,0.02,305117.0,0.0,0.5,27.0,270.0,9534.0,0.01,10593.0,0.02,1.0,3.0,30.0,1059.0,0.01,1059.0,0.03,2.5,0.0,0.0,0.0,0.0,0.0,0.04,5.0,0.0,0.0,0.0,0.0,0.0,0.04,10.0,0.0,0.0,0.0,0.0,0.0,0.04,2026-08-02T20:25:09.344790
28998,2026-08-02,20:27:04,Location 1,60.0,0.1,True,True,True,True,False,21.5,62,0.3,1309.0,13089.0,462244.0,0.04,478487.0,0.0,0.5,41.0,409.0,14478.0,0.01,16243.0,0.04,1.0,5.0,49.0,1765.0,0.01,1765.0,0.05,2.5,0.0,0.0,0.0,0.0,0.0,0.06,5.0,0.0,0.0,0.0,0.0,0.0,0.06,10.0,0.0,0.0,0.0,0.0,0.0,0.06,2026-08-02T20:27:10.455228
28999,2026-08-02,20:29:03,Location 1,60.0,0.1,True,True,True,True,False,21.4,62,0.3,1846.0,18461.0,651951.0,0.05,676671.0,0.0,0.5,64.0,640.0,22602.0,0.01,24720.0,0.05,1.0,5.0,50.0,1765.0,0.01,2118.0,0.06,2.5,1.0,10.0,353.0,0.02,353.0,0.07,5.0,0.0,0.0,0.0,0.0,0.0,0.09,10.0,0.0,0.0,0.0,0.0,0.0,0.09,2026-08-02T20:29:06.553009
29000,2026-08-02,20:31:03,Location 1,60.0,0.1,True,True,True,True,False,21.6,62,0.3,2201.0,22011.0,777321.0,0.07,804161.0,0.0,0.5,72.0,720.0,25428.0,0.01,26840.0,0.07,1.0,4.0,40.0,1412.0,0.01,1412.0,0.08,2.5,0.0,0.0,0.0,0.0,0.0,0.09,5.0,0.0,0.0,0.0,0.0,0.0,0.09,10.0,0.0,0.0,0.0,0.0,0.0,0.09,2026-08-02T20:31:07.650576
29001,2026-08-02,20:33:03,Location 1,60.0,0.1,True,True,True,True,False,21.5,62,0.3,1952.0,19521.0,689399.0,0.06,715180.0,0.0,0.5,71.0,710.0,25075.0,0.01,25781.0,0.06,1.0,1.0,10.0,353.0,0.0,706.0,0.07,2.5,1.0,10.0,353.0,0.02,353.0,0.07,5.0,0.0,0.0,0.0,0.0,0.0,0.09,10.0,0.0,0.0,0.0,0.0,0.0,0.09,2026-08-02T20:33:08.747777
29002,2026-08-02,20:35:03,Location 1,60.0,0.1,True,True,True,True,False,21.4,62,0.3,1493.0,14931.0,527305.0,0.04,550261.0,0.0,0.5,63.0,630.0,22250.0,0.01,22956.0,0.04,1.0,2.0,20.0,706.0,0.0,706.0,0.05,2.5,0.0,0.0,0.0,0.0,0.0,0.05,5.0,0.0,0.0,0.0,0.0,0.0,0.05,10.0,0.0,0.0,0.0,0.0,0.0,0.05,2026-08-02T20:35:09.843597
29003,2026-08-02,20:37:03,Location 1,60.0,0.1,True,True,True,True,False,21.5,62,0.3,1173.0,11729.0,414234.0,0.03,430831.0,0.0,0.5,47.0,469.0,16597.0,0.01,16597.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0,0.04,2.5,0.0,0.0,0.0,0.0,0.0,0.04,5.0,0.0,0.0,0.0,0.0,0.0,0.04,10.0,0.0,0.0,0.0,0.0,0.0,0.04,2026-08-02T20:37:06.523701
29004,2026-08-02,20:39:03,Location 1,60.0,0.1,True,True,True,True,False,21.4,62,0.3,1139.0,11390.0,402258.0,0.03,417796.0,0.0,0.5,41.0,410.0,14479.0,0.01,15538.0,0.03,1.0,2.0,20.0,706.0,0.0,1059.0,0.04,2.5,1.0,10.0,353.0,0.02,353.0,0.04,5.0,0.0,0.0,0.0,0.0,0.0,0.06,10.0,0.0,0.0,0.0,0.0,0.0,0.06,2026-08-02T20:39:07.624359
29005,2026-08-02,20:41:03,Location 1,60.0,0.1,True,True,True,True,False,21.4,62,0.3,1476.0,14761.0,521297.0,0.04,542840.0,0.0,0.5,60.0,600.0,21190.0,0.01,21543.0,0.04,1.0,1.0,10.0,353.0,0.0,353.0,0.05,2.5,0.0,0.0,0.0,0.0,0.0,0.05,5.0,0.0,0.0,0.0,0.0,0.0,0.05,10.0,0.0,0.0,0.0,0.0,0.0,0.05,2026-08-02T20:41:08.726909
29006,2026-08-02,20:43:03,Location 1,60.0,0.1,True,True,True,True,False,21.4,62,0.3,1137.0,11369.0,401523.0,0.03,419532.0,0.0,0.5,48.0,479.0,16950.0,0.01,18009.0,0.03,1.0,3.0,29.0,1059.0,0.01,1059.0,0.04,2.5,0.0,0.0,0.0,0.0,0.0,0.05,5.0,0.0,0.0,0.0,0.0,0.0,0.05,10.0,0.0,0.0,0.0,0.0,0.0,0.05,2026-08-02T20:43:05.405576
29007,2026-08-02,20:45:03,Location 1,60.0,0.1,True,True,True,True,False,21.4,62,0.3,997.0,9970.0,352115.0,0.03,366595.0,0.0,0.5,41.0,410.0,14480.0,0.01,14480.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0,0.04,2.5,0.0,0.0,0.0,0.0,0.0,0.04,5.0,0.0,0.0,0.0,0.0,0.0,0.04,10.0,0.0,0.0,0.0,0.0,0.0,0.04,2026-08-02T20:45:06.500661
29008,2026-08-02,20:47:03,Location 1,60.0,0.1,True,True,True,True,False,21.5,62,0.3,1064.0,10640.0,375768.0,0.03,394132.0,0.0,0.5,52.0,520.0,18364.0,0.01,18364.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0,0.04,2.5,0.0,0.0,0.0,0.0,0.0,0.04,5.0,0.0,0.0,0.0,0.0,0.0,0.04,10.0,0.0,0.0,0.0,0.0,0.0,0.04,2026-08-02T20:47:07.600531
29009,2026-08-02,20:49:03,Location 1,60.0,0.1,True,True,True,True,False,21.4,62,0.3,1514.0,15140.0,534694.0,0.04,555530.0,0.0,0.5,58.0,580.0,20483.0,0.01,20836.0,0.04,1.0,1.0,10.0,353.0,0.0,353.0,0.05,2.5,0.0,0.0,0.0,0.0,0.0,0.05,5.0,0.0,0.0,0.0,0.0,0.0,0.05,10.0,0.0,0.0,0.0,0.0,0.0,0.05,2026-08-02T20:49:08.698821
29010,2026-08-02,20:51:03,Location 1,60.0,0.1,True,True,True,True,False,21.5,62,0.3,1039.0,10390.0,366927.0,0.03,387056.0,0.0,0.5,56.0,560.0,19776.0,0.01,20129.0,0.03,1.0,1.0,10.0,353.0,0.0,353.0,0.04,2.5,0.0,0.0,0.0,0.0,0.0,0.04,5.0,0.0,0.0,0.0,0.0,0.0,0.04,10.0,0.0,0.0,0.0,0.0,0.0,0.04,2026-08-02T20:51:09.809775
29011,2026-08-02,20:53:03,Location 1,60.0,0.1,True,True,True,True,False,21.5,62,0.3,1175.0,11749.0,414915.0,0.03,430452.0,0.0,0.5,42.0,419.0,14831.0,0.01,15537.0,0.03,1.0,2.0,19.0,706.0,0.0,706.0,0.04,2.5,0.0,0.0,0.0,0.0,0.0,0.04,5.0,0.0,0.0,0.0,0.0,0.0,0.04,10.0,0.0,0.0,0.0,0.0,0.0,0.04,2026-08-02T20:53:05.897080
29012,2026-08-02,20:55:03,Location 1,60.0,0.1,True,True,True,True,False,21.6,61,0.3,1740.0,17401.0,614526.0,0.05,638187.0,0.0,0.5,61.0,610.0,21543.0,0.01,23661.0,0.05,1.0,5.0,50.0,1765.0,0.01,2118.0,0.06,2.5,1.0,10.0,353.0,0.02,353.0,0.07,5.0,0.0,0.0,0.0,0.0,0.0,0.09,10.0,0.0,0.0,0.0,0.0,0.0,0.09,2026-08-02T20:55:06.998703
29013,2026-08-02,20:57:03,Location 1,60.0,0.1,True,True,True,True,False,21.5,62,0.3,2355.0,23551.0,831723.0,0.07,864214.0,0.0,0.5,89.0,890.0,31432.0,0.02,32491.0,0.07,1.0,2.0,20.0,706.0,0.0,1059.0,0.09,2.5,1.0,10.0,353.0,0.02,353.0,0.09,5.0,0.0,0.0,0.0,0.0,0.0,0.11,10.0,0.0,0.0,0.0,0.0,0.0,0.11,2026-08-02T20:57:08.124606
29014,2026-08-02,20:59:04,Location 1,60.0,0.1,True,True,True,True,False,21.5,62,0.3,2298.0,22983.0,811664.0,0.07,849809.0,0.0,0.5,103.0,1030.0,36380.0,0.02,38145.0,0.07,1.0,4.0,40.0,1412.0,0.01,1765.0,0.09,2.5,1.0,10.0,353.0,0.02,353.0,0.1,5.0,0.0,0.0,0.0,0.0,0.0,0.12,10.0,0.0,0.0,0.0,0.0,0.0,0.12,2026-08-02T20:59:09.217765
29015,2026-08-02,21:01:04,Location 1,60.0,0.1,True,True,True,True,False,21.6,61,0.3,1691.0,16910.0,597192.0,0.05,620500.0,0.0,0.5,64.0,640.0,22602.0,0.01,23308.0,0.05,1.0,2.0,20.0,706.0,0.0,706.0,0.06,2.5,0.0,0.0,0.0,0.0,0.0,0.06,5.0,0.0,0.0,0.0,0.0,0.0,0.06,10.0,0.0,0.0,0.0,0.0,0.0,0.06,2026-08-02T21:01:05.893353
29016,2026-08-02,21:03:03,Location 1,60.0,0.1,True,True,True,True,False,21.5,61,0.3,1967.0,19672.0,694727.0,0.06,721921.0,0.0,0.5,72.0,720.0,25429.0,0.01,27194.0,0.06,1.0,4.0,40.0,1412.0,0.01,1765.0,0.07,2.5,1.0,10.0,353.0,0.02,353.0,0.08,5.0,0.0,0.0,0.0,0.0,0.0,0.1,10.0,0.0,0.0,0.0,0.0,0.0,0.1,2026-08-02T21:03:06.988916
29017,2026-08-02,21:05:03,Location 1,60.0,0.1,True,True,True,True,False,21.3,62,0.3,1423.0,14231.0,502579.0,0.04,522356.0,0.0,0.5,51.0,510.0,18012.0,0.01,19777.0,0.04,1.0,5.0,50.0,1765.0,0.01,1765.0,0.05,2.5,0.0,0.0,0.0,0.0,0.0,0.06,5.0,0.0,0.0,0.0,0.0,0.0,0.06,10.0,0.0,0.0,0.0,0.0,0.0,0.06,2026-08-02T21:05:08.117257
29018,2026-08-02,21:07:04,Location 1,60.0,0.1,True,True,True,True,False,21.4,62,0.3,1398.0,13981.0,493753.0,0.04,515297.0,0.0,0.5,60.0,600.0,21191.0,0.01,21544.0,0.04,1.0,1.0,10.0,353.0,0.0,353.0,0.05,2.5,0.0,0.0,0.0,0.0,0.0,0.05,5.0,0.0,0.0,0.0,0.0,0.0,0.05,10.0,0.0,0.0,0.0,0.0,0.0,0.05,2026-08-02T21:07:09.215192
29019,2026-08-02,21:09:04,Location 1,60.0,0.1,True,True,True,True,False,21.6,61,0.3,1872.0,18720.0,661123.0,0.06,692554.0,0.0,0.5,87.0,870.0,30725.0,0.02,31431.0,0.06,1.0,2.0,20.0,706.0,0.0,706.0,0.08,2.5,0.0,0.0,0.0,0.0,0.0,0.08,5.0,0.0,0.0,0.0,0.0,0.0,0.08,10.0,0.0,0.0,0.0,0.0,0.0,0.08,2026-08-02T21:09:10.425232
29020,2026-08-02,21:11:03,Location 1,60.0,0.1,True,True,True,True,False,21.6,61,0.3,1903.0,19030.0,672064.0,0.06,702081.0,0.0,0.5,79.0,790.0,27899.0,0.02,30017.0,0.06,1.0,6.0,60.0,2118.0,0.01,2118.0,0.08,2.5,0.0,0.0,0.0,0.0,0.0,0.09,5.0,0.0,0.0,0.0,0.0,0.0,0.09,10.0,0.0,0.0,0.0,0.0,0.0,0.09,2026-08-02T21:11:06.521735
29021,2026-08-02,21:13:03,Location 1,60.0,0.1,True,True,True,True,False,21.6,61,0.3,1493.0,14931.0,527290.0,0.04,555896.0,0.0,0.5,78.0,780.0,27547.0,0.02,28606.0,0.04,1.0,3.0,30.0,1059.0,0.01,1059.0,0.06,2.5,0.0,0.0,0.0,0.0,0.0,0.07,5.0,0.0,0.0,0.0,0.0,0.0,0.07,10.0,0.0,0.0,0.0,0.0,0.0,0.07,2026-08-02T21:13:07.614139
29022,2026-08-02,21:15:03,Location 1,60.0,0.1,True,True,True,True,False,21.5,62,0.3,1459.0,14591.0,515294.0,0.04,541428.0,0.0,0.5,70.0,700.0,24722.0,0.01,26134.0,0.04,1.0,4.0,40.0,1412.0,0.01,1412.0,0.05,2.5,0.0,0.0,0.0,0.0,0.0,0.06,5.0,0.0,0.0,0.0,0.0,0.0,0.06,10.0,0.0,0.0,0.0,0.0,0.0,0.06,2026-08-02T21:15:09.301427
29023,2026-08-02,21:17:04,Location 1,60.0,0.1,True,True,True,True,False,21.4,62,0.3,1879.0,18791.0,663621.0,0.06,693287.0,0.0,0.5,80.0,800.0,28254.0,0.02,29666.0,0.06,1.0,4.0,40.0,1412.0,0.01,1412.0,0.08,2.5,0.0,0.0,0.0,0.0,0.0,0.09,5.0,0.0,0.0,0.0,0.0,0.0,0.09,10.0,0.0,0.0,0.0,0.0,0.0,0.09,2026-08-02T21:17:05.968723
29024,2026-08-02,21:19:03,Location 1,60.0,0.1,True,True,True,True,False,21.6,62,0.3,1909.0,19090.0,674159.0,0.06,708413.0,0.0,0.5,92.0,920.0,32489.0,0.02,34254.0,0.06,1.0,4.0,40.0,1412.0,0.01,1765.0,0.08,2.5,1.0,10.0,353.0,0.02,353.0,0.09,5.0,0.0,0.0,0.0,0.0,0.0,0.11,10.0,0.0,0.0,0.0,0.0,0.0,0.11,2026-08-02T21:19:07.667145
29025,2026-08-02,21:21:03,Location 1,60.0,0.1,True,True,True,True,False,21.6,61,0.3,1716.0,17160.0,606030.0,0.05,633929.0,0.0,0.5,74.0,740.0,26134.0,0.01,27899.0,0.05,1.0,5.0,50.0,1765.0,0.01,1765.0,0.06,2.5,0.0,0.0,0.0,0.0,0.0,0.07,5.0,0.0,0.0,0.0,0.0,0.0,0.07,10.0,0.0,0.0,0.0,0.0,0.0,0.07,2026-08-02T21:21:09.348719
29026,2026-08-02,21:23:04,Location 1,60.0,0.1,True,True,True,True,False,21.5,61,0.3,1629.0,16293.0,575386.0,0.05,604349.0,0.0,0.5,76.0,760.0,26844.0,0.01,28963.0,0.05,1.0,6.0,60.0,2119.0,0.01,2119.0,0.06,2.5,0.0,0.0,0.0,0.0,0.0,0.07,5.0,0.0,0.0,0.0,0.0,0.0,0.07,10.0,0.0,0.0,0.0,0.0,0.0,0.07,2026-08-02T21:23:05.443256
29027,2026-08-02,21:25:03,Location 1,60.0,0.1,True,True,True,True,False,21.4,62,0.3,1709.0,17091.0,603568.0,0.05,628642.0,0.0,0.5,65.0,650.0,22956.0,0.01,25074.0,0.05,1.0,5.0,50.0,1765.0,0.01,2118.0,0.06,2.5,1.0,10.0,353.0,0.02,353.0,0.07,5.0,0.0,0.0,0.0,0.0,0.0,0.09,10.0,0.0,0.0,0.0,0.0,0.0,0.09,2026-08-02T21:25:06.544246
29028,2026-08-02,21:27:03,Location 1,60.0,0.1,True,True,True,True,False,21.5,62,0.3,1645.0,16452.0,581020.0,0.05,607509.0,0.0,0.5,73.0,730.0,25783.0,0.01,26489.0,0.05,1.0,2.0,20.0,706.0,0.0,706.0,0.06,2.5,0.0,0.0,0.0,0.0,0.0,0.06,5.0,0.0,0.0,0.0,0.0,0.0,0.06,10.0,0.0,0.0,0.0,0.0,0.0,0.06,2026-08-02T21:27:07.647775
29029,2026-08-02,21:29:03,Location 1,60.0,0.1,True,True,True,True,False,21.4,62,0.3,1432.0,14320.0,505732.0,0.04,532925.0,0.0,0.5,73.0,730.0,25781.0,0.01,27193.0,0.04,1.0,4.0,40.0,1412.0,0.01,1412.0,0.05,2.5,0.0,0.0,0.0,0.0,0.0,0.06,5.0,0.0,0.0,0.0,0.0,0.0,0.06,10.0,0.0,0.0,0.0,0.0,0.0,0.06,2026-08-02T21:29:08.751724
29030,2026-08-02,21:31:03,Location 1,60.0,0.1,True,True,True,True,False,21.4,62,0.3,1462.0,14618.0,516240.0,0.04,539191.0,0.0,0.5,61.0,609.0,21539.0,0.01,22951.0,0.04,1.0,4.0,39.0,1412.0,0.01,1412.0,0.05,2.5,0.0,0.0,0.0,0.0,0.0,0.06,5.0,0.0,0.0,0.0,0.0,0.0,0.06,10.0,0.0,0.0,0.0,0.0,0.0,0.06,2026-08-02T21:31:04.852431
29031,2026-08-02,21:33:03,Location 1,60.0,0.1,True,True,True,True,False,21.6,61,0.3,1372.0,13720.0,484532.0,0.04,506780.0,0.0,0.5,61.0,610.0,21542.0,0.01,22248.0,0.04,1.0,2.0,20.0,706.0,0.0,706.0,0.05,2.5,0.0,0.0,0.0,0.0,0.0,0.05,5.0,0.0,0.0,0.0,0.0,0.0,0.05,10.0,0.0,0.0,0.0,0.0,0.0,0.05,2026-08-02T21:33:05.944727
29032,2026-08-02,21:35:03,Location 1,60.0,0.1,True,True,True,True,False,21.6,61,0.3,1681.0,16810.0,593653.0,0.05,620845.0,0.0,0.5,70.0,700.0,24720.0,0.01,27192.0,0.05,1.0,7.0,70.0,2472.0,0.02,2472.0,0.06,2.5,0.0,0.0,0.0,0.0,0.0,0.08,5.0,0.0,0.0,0.0,0.0,0.0,0.08,10.0,0.0,0.0,0.0,0.0,0.0,0.08,2026-08-02T21:35:07.967063
29033,2026-08-02,21:37:03,Location 1,60.0,0.1,True,True,True,True,False,21.5,62,0.3,1399.0,13990.0,494064.0,0.04,516665.0,0.0,0.5,63.0,630.0,22248.0,0.01,22601.0,0.04,1.0,1.0,10.0,353.0,0.0,353.0,0.05,2.5,0.0,0.0,0.0,0.0,0.0,0.05,5.0,0.0,0.0,0.0,0.0,0.0,0.05,10.0,0.0,0.0,0.0,0.0,0.0,0.05,2026-08-02T21:37:09.641989
29034,2026-08-02,21:39:03,Location 1,60.0,0.1,True,True,True,True,False,21.6,61,0.3,1571.0,15710.0,554817.0,0.05,581303.0,0.0,0.5,69.0,690.0,24368.0,0.01,26486.0,0.05,1.0,6.0,60.0,2118.0,0.01,2118.0,0.06,2.5,0.0,0.0,0.0,0.0,0.0,0.07,5.0,0.0,0.0,0.0,0.0,0.0,0.07,10.0,0.0,0.0,0.0,0.0,0.0,0.07,2026-08-02T21:39:05.738363
29035,2026-08-02,21:41:03,Location 1,60.0,0.1,True,True,True,True,False,21.5,62,0.3,2051.0,20511.0,724356.0,0.06,761085.0,0.0,0.5,97.0,970.0,34257.0,0.02,36729.0,0.06,1.0,7.0,70.0,2472.0,0.02,2472.0,0.08,2.5,0.0,0.0,0.0,0.0,0.0,0.1,5.0,0.0,0.0,0.0,0.0,0.0,0.1,10.0,0.0,0.0,0.0,0.0,0.0,0.1,2026-08-02T21:41:07.416072
29036,2026-08-02,21:43:03,Location 1,60.0,0.1,True,True,True,True,False,21.7,61,0.3,1729.0,17288.0,610527.0,0.05,645131.0,0.0,0.5,94.0,939.0,33192.0,0.02,34604.0,0.05,1.0,3.0,29.0,1059.0,0.01,1412.0,0.07,2.5,1.0,9.0,353.0,0.02,353.0,0.08,5.0,0.0,0.0,0.0,0.0,0.0,0.1,10.0,0.0,0.0,0.0,0.0,0.0,0.1,2026-08-02T21:43:08.511982
29037,2026-08-02,21:45:03,Location 1,60.0,0.1,True,True,True,True,False,21.5,61,0.3,1394.0,13939.0,492270.0,0.04,513104.0,0.0,0.5,53.0,529.0,18716.0,0.01,20834.0,0.04,1.0,6.0,59.0,2118.0,0.01,2118.0,0.05,2.5,0.0,0.0,0.0,0.0,0.0,0.06,5.0,0.0,0.0,0.0,0.0,0.0,0.06,10.0,0.0,0.0,0.0,0.0,0.0,0.06,2026-08-02T21:45:09.619042
29038,2026-08-02,21:47:03,Location 1,60.0,0.1,True,True,True,True,False,21.5,62,0.3,2028.0,20281.0,716245.0,0.06,751915.0,0.0,0.5,92.0,920.0,32492.0,0.02,35670.0,0.06,1.0,9.0,90.0,3178.0,0.02,3178.0,0.08,2.5,0.0,0.0,0.0,0.0,0.0,0.1,5.0,0.0,0.0,0.0,0.0,0.0,0.1,10.0,0.0,0.0,0.0,0.0,0.0,0.1,2026-08-02T21:47:05.714552
29039,2026-08-02,21:49:03,Location 1,60.0,0.1,True,True,True,True,False,21.5,61,0.3,1208.0,12079.0,426585.0,0.04,445300.0,0.0,0.5,52.0,519.0,18362.0,0.01,18715.0,0.04,1.0,1.0,9.0,353.0,0.0,353.0,0.05,2.5,0.0,0.0,0.0,0.0,0.0,0.05,5.0,0.0,0.0,0.0,0.0,0.0,0.05,10.0,0.0,0.0,0.0,0.0,0.0,0.05,2026-08-02T21:49:06.835768
29040,2026-08-02,21:51:03,Location 1,60.0,0.1,True,True,True,True,False,21.5,62,0.3,1210.0,12100.0,427331.0,0.04,446754.0,0.0,0.5,52.0,520.0,18364.0,0.01,19423.0,0.04,1.0,2.0,20.0,706.0,0.0,1059.0,0.05,2.5,1.0,10.0,353.0,0.02,353.0,0.05,5.0,0.0,0.0,0.0,0.0,0.0,0.07,10.0,0.0,0.0,0.0,0.0,0.0,0.07,2026-08-02T21:51:07.933903
29041,2026-08-02,21:53:03,Location 1,60.0,0.1,True,True,True,True,False,21.5,62,0.3,1342.0,13421.0,473960.0,0.04,499034.0,0.0,0.5,67.0,670.0,23662.0,0.01,25074.0,0.04,1.0,4.0,40.0,1412.0,0.01,1412.0,0.05,2.5,0.0,0.0,0.0,0.0,0.0,0.06,5.0,0.0,0.0,0.0,0.0,0.0,0.06,10.0,0.0,0.0,0.0,0.0,0.0,0.06,2026-08-02T21:53:09.029173
29042,2026-08-02,21:55:03,Location 1,60.0,0.1,True,True,True,True,False,21.5,61,0.3,1760.0,17601.0,621598.0,0.05,651617.0,0.0,0.5,80.0,800.0,28254.0,0.02,30019.0,0.05,1.0,5.0,50.0,1765.0,0.01,1765.0,0.07,2.5,0.0,0.0,0.0,0.0,0.0,0.08,5.0,0.0,0.0,0.0,0.0,0.0,0.08,10.0,0.0,0.0,0.0,0.0,0.0,0.08,2026-08-02T21:55:05.129801
