record_number,date,time,location,sample_duration_s,flow_CFM,laser_ok,flow_ok,temp_ok,rh_ok,timestamp_valid,temp_C,RH_pct,ch1_size_um,ch1_diff_counts,ch1_diff_ft3,ch1_diff_m3,ch1_diff_mass_ugm3,ch1_sum_m3,ch1_pm_ugm3,ch2_size_um,ch2_diff_counts,ch2_diff_ft3,ch2_diff_m3,ch2_diff_mass_ugm3,ch2_sum_m3,ch2_pm_ugm3,ch3_size_um,ch3_diff_counts,ch3_diff_ft3,ch3_diff_m3,ch3_diff_mass_ugm3,ch3_sum_m3,ch3_pm_ugm3,ch4_size_um,ch4_diff_counts,ch4_diff_ft3,ch4_diff_m3,ch4_diff_mass_ugm3,ch4_sum_m3,ch4_pm_ugm3,ch5_size_um,ch5_diff_counts,ch5_diff_ft3,ch5_diff_m3,ch5_diff_mass_ugm3,ch5_sum_m3,ch5_pm_ugm3,ch6_size_um,ch6_diff_counts,ch6_diff_ft3,ch6_diff_m3,ch6_diff_mass_ugm3,ch6_sum_m3,ch6_pm_ugm3,sync_time
29775,2026-08-03,22:21:02,Location 1,60.0,0.1,True,True,True,True,False,21.8,60,0.3,825.0,8249.0,291335.0,0.02,378203.0,0.0,0.5,141.0,1409.0,49791.0,0.03,86868.0,0.02,1.0,62.0,619.0,21894.0,0.15,37077.0,0.05,2.5,35.0,349.0,12359.0,0.85,15183.0,0.2,5.0,6.0,59.0,2118.0,1.17,2824.0,1.05,10.0,2.0,19.0,706.0,3.12,706.0,2.22,2026-08-03T22:21:07.214715
29776,2026-08-03,22:23:03,Location 1,60.0,0.1,True,True,True,True,False,21.8,60,0.3,622.0,6220.0,219673.0,0.02,282535.0,0.0,0.5,115.0,1150.0,40614.0,0.02,62862.0,0.02,1.0,39.0,390.0,13773.0,0.1,22248.0,0.04,2.5,19.0,190.0,6710.0,0.46,8475.0,0.14,5.0,3.0,30.0,1059.0,0.59,1765.0,0.6,10.0,2.0,20.0,706.0,3.12,706.0,1.19,2026-08-03T22:23:08.302812
29777,2026-08-03,22:25:03,Location 1,60.0,0.1,True,True,True,True,False,21.9,60,0.3,730.0,7300.0,257803.0,0.02,323487.0,0.0,0.5,134.0,1340.0,47322.0,0.03,65684.0,0.02,1.0,34.0,340.0,12007.0,0.08,18362.0,0.05,2.5,12.0,120.0,4237.0,0.29,6355.0,0.13,5.0,6.0,60.0,2118.0,1.17,2118.0,0.42,10.0,0.0,0.0,0.0,0.0,0.0,1.59,2026-08-03T22:25:09.417287
29778,2026-08-03,22:27:03,Location 1,60.0,0.1,True,True,True,True,False,21.9,60,0.3,654.0,6540.0,230989.0,0.02,275843.0,0.0,0.5,85.0,850.0,30021.0,0.02,44854.0,0.02,1.0,25.0,250.0,8829.0,0.06,14833.0,0.04,2.5,11.0,110.0,3885.0,0.27,6004.0,0.1,5.0,6.0,60.0,2119.0,1.17,2119.0,0.37,10.0,0.0,0.0,0.0,0.0,0.0,1.54,2026-08-03T22:27:05.544641
29779,2026-08-03,22:29:03,Location 1,60.0,0.1,True,True,True,True,False,21.8,60,0.3,943.0,9430.0,333041.0,0.03,393785.0,0.0,0.5,111.0,1110.0,39202.0,0.02,60744.0,0.03,1.0,45.0,450.0,15892.0,0.11,21542.0,0.05,2.5,12.0,120.0,4238.0,0.29,5650.0,0.16,5.0,4.0,40.0,1412.0,0.78,1412.0,0.45,10.0,0.0,0.0,0.0,0.0,0.0,1.23,2026-08-03T22:29:06.640871
29780,2026-08-03,22:31:03,Location 1,60.0,0.1,True,True,True,True,False,21.8,60,0.3,982.0,9819.0,346767.0,0.03,412799.0,0.0,0.5,123.0,1229.0,43434.0,0.02,66032.0,0.03,1.0,38.0,379.0,13418.0,0.09,22598.0,0.05,2.5,23.0,229.0,8121.0,0.56,9180.0,0.14,5.0,2.0,19.0,706.0,0.39,1059.0,0.7,10.0,1.0,9.0,353.0,1.56,353.0,1.09,2026-08-03T22:31:08.325530
29781,2026-08-03,22:33:03,Location 1,60.0,0.1,True,True,True,True,False,21.8,60,0.3,668.0,6679.0,235894.0,0.02,272972.0,0.0,0.5,81.0,809.0,28604.0,0.02,37078.0,0.02,1.0,17.0,169.0,6003.0,0.04,8474.0,0.04,2.5,6.0,59.0,2118.0,0.15,2471.0,0.08,5.0,1.0,9.0,353.0,0.2,353.0,0.23,10.0,0.0,0.0,0.0,0.0,0.0,0.43,2026-08-03T22:33:09.993957
29782,2026-08-03,22:35:02,Location 1,60.0,0.1,True,True,True,True,False,21.7,60,0.3,944.0,9441.0,333406.0,0.03,388853.0,0.0,0.5,112.0,1120.0,39556.0,0.02,55447.0,0.03,1.0,26.0,260.0,9182.0,0.06,15891.0,0.05,2.5,15.0,150.0,5297.0,0.37,6709.0,0.11,5.0,2.0,20.0,706.0,0.39,1412.0,0.48,10.0,2.0,20.0,706.0,3.12,706.0,0.87,2026-08-03T22:35:06.648126
29783,2026-08-03,22:37:03,Location 1,60.0,0.1,True,True,True,True,False,21.8,60,0.3,559.0,5589.0,197389.0,0.02,230580.0,0.0,0.5,72.0,719.0,25424.0,0.01,33191.0,0.02,1.0,12.0,119.0,4237.0,0.03,7767.0,0.03,2.5,8.0,79.0,2824.0,0.2,3530.0,0.06,5.0,1.0,9.0,353.0,0.2,706.0,0.26,10.0,1.0,9.0,353.0,1.56,353.0,0.46,2026-08-03T22:37:08.414275
29784,2026-08-03,22:39:03,Location 1,60.0,0.1,True,True,True,True,False,21.6,60,0.3,601.0,6010.0,212244.0,0.02,240140.0,0.0,0.5,59.0,590.0,20835.0,0.01,27896.0,0.02,1.0,13.0,130.0,4590.0,0.03,7061.0,0.03,2.5,6.0,60.0,2118.0,0.15,2471.0,0.06,5.0,0.0,0.0,0.0,0.0,353.0,0.21,10.0,1.0,10.0,353.0,1.56,353.0,0.21,2026-08-03T22:39:05.143774
29785,2026-08-03,22:41:03,Location 1,60.0,0.1,True,True,True,True,False,21.6,60,0.3,798.0,7979.0,281806.0,0.02,320297.0,0.0,0.5,76.0,759.0,26838.0,0.01,38491.0,0.02,1.0,22.0,219.0,7769.0,0.05,11653.0,0.03,2.5,9.0,89.0,3178.0,0.22,3884.0,0.08,5.0,2.0,19.0,706.0,0.39,706.0,0.3,10.0,0.0,0.0,0.0,0.0,0.0,0.69,2026-08-03T22:41:06.471201
29786,2026-08-03,22:43:02,Location 1,60.0,0.1,True,True,True,True,False,21.8,60,0.3,492.0,4919.0,173745.0,0.01,195638.0,0.0,0.5,48.0,479.0,16950.0,0.01,21893.0,0.01,1.0,12.0,119.0,4237.0,0.03,4943.0,0.02,2.5,2.0,19.0,706.0,0.05,706.0,0.05,5.0,0.0,0.0,0.0,0.0,0.0,0.1,10.0,0.0,0.0,0.0,0.0,0.0,0.1,2026-08-03T22:43:07.562288
29787,2026-08-03,22:45:03,Location 1,60.0,0.1,True,True,True,True,False,21.6,60,0.3,824.0,8241.0,291029.0,0.02,323167.0,0.0,0.5,62.0,620.0,21897.0,0.01,32138.0,0.02,1.0,25.0,250.0,8829.0,0.06,10241.0,0.03,2.5,2.0,20.0,706.0,0.05,1412.0,0.09,5.0,2.0,20.0,706.0,0.39,706.0,0.14,10.0,0.0,0.0,0.0,0.0,0.0,0.53,2026-08-03T22:45:08.672111
29788,2026-08-03,22:47:03,Location 1,60.0,0.1,True,True,True,True,False,21.7,60,0.3,587.0,5870.0,207313.0,0.02,231681.0,0.0,0.5,52.0,520.0,18365.0,0.01,24368.0,0.02,1.0,11.0,110.0,3884.0,0.03,6003.0,0.03,2.5,6.0,60.0,2119.0,0.15,2119.0,0.06,5.0,0.0,0.0,0.0,0.0,0.0,0.21,10.0,0.0,0.0,0.0,0.0,0.0,0.21,2026-08-03T22:47:04.842805
29789,2026-08-03,22:49:03,Location 1,60.0,0.1,True,True,True,True,False,21.7,60,0.3,531.0,5310.0,187533.0,0.02,209075.0,0.0,0.5,48.0,480.0,16952.0,0.01,21542.0,0.02,1.0,11.0,110.0,3884.0,0.03,4590.0,0.03,2.5,2.0,20.0,706.0,0.05,706.0,0.06,5.0,0.0,0.0,0.0,0.0,0.0,0.11,10.0,0.0,0.0,0.0,0.0,0.0,0.11,2026-08-03T22:49:06.525025
29790,2026-08-03,22:51:03,Location 1,60.0,0.1,True,True,True,True,False,21.5,60,0.3,902.0,9021.0,318583.0,0.03,356373.0,0.0,0.5,93.0,930.0,32847.0,0.02,37790.0,0.03,1.0,10.0,100.0,3531.0,0.02,4943.0,0.05,2.5,3.0,30.0,1059.0,0.07,1412.0,0.07,5.0,1.0,10.0,353.0,0.2,353.0,0.14,10.0,0.0,0.0,0.0,0.0,0.0,0.34,2026-08-03T22:51:08.274754
29791,2026-08-03,22:53:03,Location 1,60.0,0.1,True,True,True,True,False,21.6,60,0.3,933.0,9330.0,329489.0,0.03,370100.0,0.0,0.5,84.0,840.0,29664.0,0.02,40611.0,0.03,1.0,21.0,210.0,7416.0,0.05,10947.0,0.05,2.5,7.0,70.0,2472.0,0.17,3531.0,0.1,5.0,3.0,30.0,1059.0,0.59,1059.0,0.27,10.0,0.0,0.0,0.0,0.0,0.0,0.86,2026-08-03T22:53:05.037784
29792,2026-08-03,22:55:02,Location 1,60.0,0.1,True,True,True,True,False,21.5,61,0.3,932.0,9321.0,329184.0,0.03,359911.0,0.0,0.5,73.0,730.0,25783.0,0.01,30727.0,0.03,1.0,11.0,110.0,3885.0,0.03,4944.0,0.04,2.5,2.0,20.0,706.0,0.05,1059.0,0.07,5.0,1.0,10.0,353.0,0.2,353.0,0.12,10.0,0.0,0.0,0.0,0.0,0.0,0.32,2026-08-03T22:55:06.137488
29793,2026-08-03,22:57:03,Location 1,60.0,0.1,True,True,True,True,False,21.6,60,0.3,843.0,8429.0,297689.0,0.02,325938.0,0.0,0.5,71.0,709.0,25072.0,0.01,28249.0,0.02,1.0,5.0,49.0,1765.0,0.01,3177.0,0.03,2.5,2.0,19.0,706.0,0.05,1412.0,0.04,5.0,2.0,19.0,706.0,0.39,706.0,0.09,10.0,0.0,0.0,0.0,0.0,0.0,0.48,2026-08-03T22:57:07.243863
29794,2026-08-03,22:59:03,Location 1,60.0,0.1,True,True,True,True,False,21.7,60,0.3,425.0,4250.0,150096.0,0.01,164221.0,0.0,0.5,33.0,330.0,11654.0,0.01,14125.0,0.01,1.0,5.0,50.0,1765.0,0.01,2471.0,0.02,2.5,2.0,20.0,706.0,0.05,706.0,0.03,5.0,0.0,0.0,0.0,0.0,0.0,0.08,10.0,0.0,0.0,0.0,0.0,0.0,0.08,2026-08-03T22:59:08.341597
29795,2026-08-03,23:01:03,Location 1,60.0,0.1,True,True,True,True,False,21.8,60,0.3,542.0,5420.0,191414.0,0.02,205186.0,0.0,0.5,32.0,320.0,11301.0,0.01,13772.0,0.02,1.0,4.0,40.0,1412.0,0.01,2471.0,0.03,2.5,3.0,30.0,1059.0,0.07,1059.0,0.04,5.0,0.0,0.0,0.0,0.0,0.0,0.11,10.0,0.0,0.0,0.0,0.0,0.0,0.11,2026-08-03T23:01:04.521472
29796,2026-08-03,23:03:03,Location 1,60.0,0.1,True,True,True,True,False,21.8,60,0.3,1001.0,10011.0,353554.0,0.03,381102.0,0.0,0.5,64.0,640.0,22604.0,0.01,27548.0,0.03,1.0,7.0,70.0,2472.0,0.02,4944.0,0.04,2.5,5.0,50.0,1766.0,0.12,2472.0,0.06,5.0,2.0,20.0,706.0,0.39,706.0,0.18,10.0,0.0,0.0,0.0,0.0,0.0,0.57,2026-08-03T23:03:05.726668
29797,2026-08-03,23:05:03,Location 1,60.0,0.1,True,True,True,True,False,21.9,60,0.3,966.0,9660.0,341171.0,0.03,371190.0,0.0,0.5,75.0,750.0,26488.0,0.01,30019.0,0.03,1.0,7.0,70.0,2472.0,0.02,3531.0,0.04,2.5,3.0,30.0,1059.0,0.07,1059.0,0.06,5.0,0.0,0.0,0.0,0.0,0.0,0.13,10.0,0.0,0.0,0.0,0.0,0.0,0.13,2026-08-03T23:05:06.827241
29798,2026-08-03,23:07:03,Location 1,60.0,0.1,True,True,True,True,False,21.8,60,0.3,968.0,9680.0,341872.0,0.03,370830.0,0.0,0.5,68.0,680.0,24015.0,0.01,28958.0,0.03,1.0,10.0,100.0,3531.0,0.02,4943.0,0.04,2.5,4.0,40.0,1412.0,0.1,1412.0,0.06,5.0,0.0,0.0,0.0,0.0,0.0,0.16,10.0,0.0,0.0,0.0,0.0,0.0,0.16,2026-08-03T23:07:08.512175
29799,2026-08-03,23:09:03,Location 1,60.0,0.1,True,True,True,True,False,21.6,60,0.3,930.0,9301.0,328478.0,0.03,349669.0,0.0,0.5,50.0,500.0,17660.0,0.01,21191.0,0.03,1.0,6.0,60.0,2119.0,0.01,3531.0,0.04,2.5,4.0,40.0,1412.0,0.1,1412.0,0.05,5.0,0.0,0.0,0.0,0.0,0.0,0.15,10.0,0.0,0.0,0.0,0.0,0.0,0.15,2026-08-03T23:09:04.606091
29800,2026-08-03,23:11:03,Location 1,60.0,0.1,True,True,True,True,False,21.7,60,0.3,654.0,6540.0,230958.0,0.02,248614.0,0.0,0.5,46.0,460.0,16244.0,0.01,17656.0,0.02,1.0,2.0,20.0,706.0,0.0,1412.0,0.03,2.5,2.0,20.0,706.0,0.05,706.0,0.03,5.0,0.0,0.0,0.0,0.0,0.0,0.08,10.0,0.0,0.0,0.0,0.0,0.0,0.08,2026-08-03T23:11:06.282308
29801,2026-08-03,23:13:03,Location 1,60.0,0.1,True,True,True,True,False,21.6,61,0.3,703.0,7030.0,248270.0,0.02,264867.0,0.0,0.5,40.0,400.0,14126.0,0.01,16597.0,0.02,1.0,6.0,60.0,2118.0,0.01,2471.0,0.03,2.5,1.0,10.0,353.0,0.02,353.0,0.04,5.0,0.0,0.0,0.0,0.0,0.0,0.06,10.0,0.0,0.0,0.0,0.0,0.0,0.06,2026-08-03T23:13:07.463969
29802,2026-08-03,23:15:03,Location 1,60.0,0.1,True,True,True,True,False,21.8,60,0.3,597.0,5970.0,210836.0,0.02,220723.0,0.0,0.5,24.0,240.0,8475.0,0.0,9887.0,0.02,1.0,2.0,20.0,706.0,0.0,1412.0,0.02,2.5,1.0,10.0,353.0,0.02,706.0,0.02,5.0,1.0,10.0,353.0,0.2,353.0,0.04,10.0,0.0,0.0,0.0,0.0,0.0,0.24,2026-08-03T23:15:08.657337
29803,2026-08-03,23:17:03,Location 1,60.0,0.1,True,True,True,True,False,21.5,60,0.3,724.0,7240.0,255708.0,0.02,269834.0,0.0,0.5,35.0,350.0,12361.0,0.01,14126.0,0.02,1.0,4.0,40.0,1412.0,0.01,1765.0,0.03,2.5,1.0,10.0,353.0,0.02,353.0,0.04,5.0,0.0,0.0,0.0,0.0,0.0,0.06,10.0,0.0,0.0,0.0,0.0,0.0,0.06,2026-08-03T23:17:04.842622
29804,2026-08-03,23:19:03,Location 1,60.0,0.1,True,True,True,True,False,21.6,60,0.3,743.0,7430.0,262401.0,0.02,276173.0,0.0,0.5,35.0,350.0,12360.0,0.01,13772.0,0.02,1.0,2.0,20.0,706.0,0.0,1412.0,0.03,2.5,2.0,20.0,706.0,0.05,706.0,0.03,5.0,0.0,0.0,0.0,0.0,0.0,0.08,10.0,0.0,0.0,0.0,0.0,0.0,0.08,2026-08-03T23:19:05.944346
29805,2026-08-03,23:21:03,Location 1,60.0,0.1,True,True,True,True,False,21.7,60,0.3,435.0,4349.0,153608.0,0.01,163848.0,0.0,0.5,27.0,269.0,9534.0,0.01,10240.0,0.01,1.0,1.0,9.0,353.0,0.0,706.0,0.02,2.5,1.0,9.0,353.0,0.02,353.0,0.02,5.0,0.0,0.0,0.0,0.0,0.0,0.04,10.0,0.0,0.0,0.0,0.0,0.0,0.04,2026-08-03T23:21:07.043354
29806,2026-08-03,23:23:02,Location 1,60.0,0.1,True,True,True,True,False,21.6,60,0.3,844.0,8440.0,298083.0,0.02,314681.0,0.0,0.5,37.0,370.0,13067.0,0.01,16598.0,0.02,1.0,10.0,100.0,3531.0,0.02,3531.0,0.03,2.5,0.0,0.0,0.0,0.0,0.0,0.05,5.0,0.0,0.0,0.0,0.0,0.0,0.05,10.0,0.0,0.0,0.0,0.0,0.0,0.05,2026-08-03T23:23:08.724971
29807,2026-08-03,23:25:03,Location 1,60.0,0.1,True,True,True,True,False,21.5,61,0.3,955.0,9549.0,337247.0,0.03,355609.0,0.0,0.5,46.0,459.0,16244.0,0.01,18362.0,0.03,1.0,6.0,59.0,2118.0,0.01,2118.0,0.04,2.5,0.0,0.0,0.0,0.0,0.0,0.05,5.0,0.0,0.0,0.0,0.0,0.0,0.05,10.0,0.0,0.0,0.0,0.0,0.0,0.05,2026-08-03T23:25:04.822777
29808,2026-08-03,23:27:03,Location 1,60.0,0.1,True,True,True,True,False,21.7,60,0.3,684.0,6840.0,241560.0,0.02,253213.0,0.0,0.5,30.0,300.0,10594.0,0.01,11653.0,0.02,1.0,2.0,20.0,706.0,0.0,1059.0,0.03,2.5,0.0,0.0,0.0,0.0,353.0,0.03,5.0,1.0,10.0,353.0,0.2,353.0,0.03,10.0,0.0,0.0,0.0,0.0,0.0,0.23,2026-08-03T23:27:05.919917
29809,2026-08-03,23:29:03,Location 1,60.0,0.1,True,True,True,True,False,21.4,61,0.3,619.0,6190.0,218628.0,0.02,233108.0,0.0,0.5,39.0,390.0,13774.0,0.01,14480.0,0.02,1.0,2.0,20.0,706.0,0.0,706.0,0.03,2.5,0.0,0.0,0.0,0.0,0.0,0.03,5.0,0.0,0.0,0.0,0.0,0.0,0.03,10.0,0.0,0.0,0.0,0.0,0.0,0.03,2026-08-03T23:29:07.016373
29810,2026-08-03,23:31:02,Location 1,60.0,0.1,True,True,True,True,False,21.5,60,0.3,672.0,6719.0,237311.0,0.02,251789.0,0.0,0.5,39.0,389.0,13772.0,0.01,14478.0,0.02,1.0,2.0,19.0,706.0,0.0,706.0,0.03,2.5,0.0,0.0,0.0,0.0,0.0,0.03,5.0,0.0,0.0,0.0,0.0,0.0,0.03,10.0,0.0,0.0,0.0,0.0,0.0,0.03,2026-08-03T23:31:08.735278
29811,2026-08-03,23:33:03,Location 1,60.0,0.1,True,True,True,True,False,21.6,60,0.3,575.0,5750.0,203066.0,0.02,212954.0,0.0,0.5,28.0,280.0,9888.0,0.01,9888.0,0.02,1.0,0.0,0.0,0.0,0.0,0.0,0.03,2.5,0.0,0.0,0.0,0.0,0.0,0.03,5.0,0.0,0.0,0.0,0.0,0.0,0.03,10.0,0.0,0.0,0.0,0.0,0.0,0.03,2026-08-03T23:33:05.421239
29812,2026-08-03,23:35:03,Location 1,60.0,0.1,True,True,True,True,False,21.4,60,0.3,491.0,4909.0,173385.0,0.01,181153.0,0.0,0.5,20.0,199.0,7062.0,0.0,7768.0,0.01,1.0,1.0,9.0,353.0,0.0,706.0,0.01,2.5,1.0,9.0,353.0,0.02,353.0,0.01,5.0,0.0,0.0,0.0,0.0,0.0,0.03,10.0,0.0,0.0,0.0,0.0,0.0,0.03,2026-08-03T23:35:07.550547
29813,2026-08-03,23:37:03,Location 1,60.0,0.1,True,True,True,True,False,21.5,60,0.3,622.0,6220.0,219685.0,0.02,231339.0,0.0,0.5,30.0,300.0,10595.0,0.01,11654.0,0.02,1.0,3.0,30.0,1059.0,0.01,1059.0,0.03,2.5,0.0,0.0,0.0,0.0,0.0,0.04,5.0,0.0,0.0,0.0,0.0,0.0,0.04,10.0,0.0,0.0,0.0,0.0,0.0,0.04,2026-08-03T23:37:09.241282
29814,2026-08-03,23:39:03,Location 1,60.0,0.1,True,True,True,True,False,21.7,60,0.3,478.0,4779.0,168787.0,0.01,176555.0,0.0,0.5,22.0,219.0,7768.0,0.0,7768.0,0.01,1.0,0.0,0.0,0.0,0.0,0.0,0.01,2.5,0.0,0.0,0.0,0.0,0.0,0.01,5.0,0.0,0.0,0.0,0.0,0.0,0.01,10.0,0.0,0.0,0.0,0.0,0.0,0.01,2026-08-03T23:39:05.345759
29815,2026-08-03,23:41:03,Location 1,60.0,0.1,True,True,True,True,False,21.5,60,0.3,441.0,4409.0,155732.0,0.01,161028.0,0.0,0.5,13.0,129.0,4590.0,0.0,5296.0,0.01,1.0,2.0,19.0,706.0,0.0,706.0,0.01,2.5,0.0,0.0,0.0,0.0,0.0,0.01,5.0,0.0,0.0,0.0,0.0,0.0,0.01,10.0,0.0,0.0,0.0,0.0,0.0,0.01,2026-08-03T23:41:06.444850
29816,2026-08-03,23:43:03,Location 1,60.0,0.1,True,True,True,True,False,21.5,60,0.3,750.0,7500.0,264869.0,0.02,277229.0,0.0,0.5,34.0,340.0,12007.0,0.01,12360.0,0.02,1.0,1.0,10.0,353.0,0.0,353.0,0.03,2.5,0.0,0.0,0.0,0.0,0.0,0.03,5.0,0.0,0.0,0.0,0.0,0.0,0.03,10.0,0.0,0.0,0.0,0.0,0.0,0.03,2026-08-03T23:43:08.124514
29817,2026-08-03,23:45:03,Location 1,60.0,0.1,True,True,True,True,False,21.7,60,0.3,761.0,7610.0,268755.0,0.02,283587.0,0.0,0.5,41.0,410.0,14479.0,0.01,14832.0,0.02,1.0,1.0,10.0,353.0,0.0,353.0,0.03,2.5,0.0,0.0,0.0,0.0,0.0,0.03,5.0,0.0,0.0,0.0,0.0,0.0,0.03,10.0,0.0,0.0,0.0,0.0,0.0,0.03,2026-08-03T23:45:09.217459
29818,2026-08-03,23:47:03,Location 1,60.0,0.1,True,True,True,True,False,21.7,60,0.3,588.0,5880.0,207656.0,0.02,219662.0,0.0,0.5,30.0,300.0,10594.0,0.01,12006.0,0.02,1.0,4.0,40.0,1412.0,0.01,1412.0,0.03,2.5,0.0,0.0,0.0,0.0,0.0,0.04,5.0,0.0,0.0,0.0,0.0,0.0,0.04,10.0,0.0,0.0,0.0,0.0,0.0,0.04,2026-08-03T23:47:05.896539
29819,2026-08-03,23:49:03,Location 1,60.0,0.1,True,True,True,True,False,21.7,60,0.3,863.0,8630.0,304771.0,0.03,321722.0,0.0,0.5,46.0,460.0,16245.0,0.01,16951.0,0.03,1.0,2.0,20.0,706.0,0.0,706.0,0.04,2.5,0.0,0.0,0.0,0.0,0.0,0.04,5.0,0.0,0.0,0.0,0.0,0.0,0.04,10.0,0.0,0.0,0.0,0.0,0.0,0.04,2026-08-03T23:49:06.994962
29820,2026-08-03,23:51:02,Location 1,60.0,0.1,True,True,True,True,False,21.6,59,0.3,1161.0,11609.0,409985.0,0.03,429760.0,0.0,0.5,56.0,559.0,19775.0,0.01,19775.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0,0.04,2.5,0.0,0.0,0.0,0.0,0.0,0.04,5.0,0.0,0.0,0.0,0.0,0.0,0.04,10.0,0.0,0.0,0.0,0.0,0.0,0.04,2026-08-03T23:51:08.094383
29821,2026-08-03,23:53:03,Location 1,60.0,0.1,True,True,True,True,False,21.7,60,0.3,822.0,8220.0,290300.0,0.02,303720.0,0.0,0.5,37.0,370.0,13067.0,0.01,13420.0,0.02,1.0,1.0,10.0,353.0,0.0,353.0,0.03,2.5,0.0,0.0,0.0,0.0,0.0,0.03,5.0,0.0,0.0,0.0,0.0,0.0,0.03,10.0,0.0,0.0,0.0,0.0,0.0,0.03,2026-08-03T23:53:04.772874
29822,2026-08-03,23:55:03,Location 1,60.0,0.1,True,True,True,True,False,21.5,60,0.3,459.0,4590.0,162117.0,0.01,167414.0,0.0,0.5,15.0,150.0,5297.0,0.0,5297.0,0.01,1.0,0.0,0.0,0.0,0.0,0.0,0.01,2.5,0.0,0.0,0.0,0.0,0.0,0.01,5.0,0.0,0.0,0.0,0.0,0.0,0.01,10.0,0.0,0.0,0.0,0.0,0.0,0.01,2026-08-03T23:55:05.876516
29823,2026-08-03,23:57:03,Location 1,60.0,0.1,True,True,True,True,False,21.6,60,0.3,813.0,8131.0,287144.0,0.02,303037.0,0.0,0.5,45.0,450.0,15893.0,0.01,15893.0,0.02,1.0,0.0,0.0,0.0,0.0,0.0,0.03,2.5,0.0,0.0,0.0,0.0,0.0,0.03,5.0,0.0,0.0,0.0,0.0,0.0,0.03,10.0,0.0,0.0,0.0,0.0,0.0,0.03,2026-08-03T23:57:06.994264
29824,2026-08-03,23:59:02,Location 1,60.0,0.1,True,True,True,True,False,21.7,60,0.3,618.0,6179.0,218226.0,0.02,229878.0,0.0,0.5,32.0,319.0,11299.0,0.01,11652.0,0.02,1.0,1.0,9.0,353.0,0.0,353.0,0.03,2.5,0.0,0.0,0.0,0.0,0.0,0.03,5.0,0.0,0.0,0.0,0.0,0.0,0.03,10.0,0.0,0.0,0.0,0.0,0.0,0.03,2026-08-03T23:59:08.095407
29825,2026-08-04,00:01:03,Location 1,60.0,0.1,True,True,True,True,False,21.8,60,0.3,651.0,6510.0,229909.0,0.02,243682.0,0.0,0.5,37.0,370.0,13067.0,0.01,13773.0,0.02,1.0,2.0,20.0,706.0,0.0,706.0,0.03,2.5,0.0,0.0,0.0,0.0,0.0,0.03,5.0,0.0,0.0,0.0,0.0,0.0,0.03,10.0,0.0,0.0,0.0,0.0,0.0,0.03,2026-08-04T00:01:09.189284
29826,2026-08-04,00:03:03,Location 1,60.0,0.1,True,True,True,True,False,21.8,59,0.3,641.0,6410.0,226368.0,0.02,240140.0,0.0,0.5,38.0,380.0,13419.0,0.01,13772.0,0.02,1.0,1.0,10.0,353.0,0.0,353.0,0.03,2.5,0.0,0.0,0.0,0.0,0.0,0.03,5.0,0.0,0.0,0.0,0.0,0.0,0.03,10.0,0.0,0.0,0.0,0.0,0.0,0.03,2026-08-04T00:03:05.876508
29827,2026-08-04,00:05:03,Location 1,60.0,0.1,True,True,True,True,False,21.8,59,0.3,1216.0,12162.0,429501.0,0.04,452812.0,0.0,0.5,64.0,640.0,22605.0,0.01,23311.0,0.04,1.0,1.0,10.0,353.0,0.0,706.0,0.05,2.5,1.0,10.0,353.0,0.02,353.0,0.05,5.0,0.0,0.0,0.0,0.0,0.0,0.07,10.0,0.0,0.0,0.0,0.0,0.0,0.07,2026-08-04T00:05:06.987831
29828,2026-08-04,00:07:02,Location 1,60.0,0.1,True,True,True,True,False,21.7,59,0.3,1333.0,13331.0,470795.0,0.04,491985.0,0.0,0.5,57.0,570.0,20131.0,0.01,21190.0,0.04,1.0,3.0,30.0,1059.0,0.01,1059.0,0.05,2.5,0.0,0.0,0.0,0.0,0.0,0.06,5.0,0.0,0.0,0.0,0.0,0.0,0.06,10.0,0.0,0.0,0.0,0.0,0.0,0.06,2026-08-04T00:07:08.100061
29829,2026-08-04,00:09:03,Location 1,60.0,0.1,True,True,True,True,False,21.5,60,0.3,818.0,8179.0,288872.0,0.02,304763.0,0.0,0.5,43.0,429.0,15185.0,0.01,15891.0,0.02,1.0,2.0,19.0,706.0,0.0,706.0,0.03,2.5,0.0,0.0,0.0,0.0,0.0,0.03,5.0,0.0,0.0,0.0,0.0,0.0,0.03,10.0,0.0,0.0,0.0,0.0,0.0,0.03,2026-08-04T00:09:09.192605
29830,2026-08-04,00:11:03,Location 1,60.0,0.1,True,True,True,True,False,21.6,60,0.3,852.0,8519.0,300869.0,0.03,314994.0,0.0,0.5,38.0,379.0,13419.0,0.01,14125.0,0.03,1.0,2.0,19.0,706.0,0.0,706.0,0.04,2.5,0.0,0.0,0.0,0.0,0.0,0.04,5.0,0.0,0.0,0.0,0.0,0.0,0.04,10.0,0.0,0.0,0.0,0.0,0.0,0.04,2026-08-04T00:11:05.875076
29831,2026-08-04,00:13:03,Location 1,60.0,0.1,True,True,True,True,False,21.7,60,0.3,619.0,6190.0,218598.0,0.02,228839.0,0.0,0.5,28.0,280.0,9888.0,0.01,10241.0,0.02,1.0,0.0,0.0,0.0,0.0,353.0,0.03,2.5,0.0,0.0,0.0,0.0,353.0,0.03,5.0,1.0,10.0,353.0,0.2,353.0,0.03,10.0,0.0,0.0,0.0,0.0,0.0,0.23,2026-08-04T00:13:06.977237
